|hotel_name|hotel_loc|hotel_desc|hotel_url
581|Hostal River|Sant Pau 15, Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Hostal River! To save at this property, all you have to do is sign in.
This property is 19 minutes walk from the beach. Hostal River is set on a pedestrian street, just 150 m from Barcelona’s famous La Rambla and Liceu Metro Station. It offers 24-hour reception and free Wi-Fi.
All rooms are heated and some come with a desk and street views. Some have a private bathroom and some have shared bathroom facilities. Free toiletries are provided in all. A hairdryer can be requested at reception.
The guest house boasts a living shared room with a balcony offering views of Carrer Sant Pau Street.
Luggage storage is offered and the Hostal River has a tour desk. La Boqueria Market is 4 minutes’ walk away and there are many shops, bars and restaurants in the immediated area."|https://www.booking.com/hotel/es/hostal-river.en-gb.html
582|Barcelona & You Hostel Sagrada Familia|Lepant 237, Bajos, Eixample, 08013 Barcelona, Spain|"You're eligible for a Genius discount at Barcelona & You Hostel Sagrada Familia! To save at this property, all you have to do is sign in.
Just a 3 minute walk to the world famous Sagrada Familia, Barcelona and You offers a unique and memorable experience for your stay in Barcelona.
The hostel consists of 3 rooms (totalling 19 beds), a common area, kitchen, exclusive women’s shared bathroom and exclusive men’s ones, and reception area.
Upon check in, each guest will receive a key to his/her individual locker to store your luggage and valuables for the duration of stay.
Each bed comes complete with linens, pillows, blanket, a personal light and a power outlet. Coffee/tea, high speed WIFI and breakfast are provided free for all guests."|https://www.booking.com/hotel/es/barcelona-and-you.en-gb.html
583|Mayerling Bisbe Urquinaona|Ronda Sant Pere, 22, Eixample, 08010 Barcelona, Spain|"You're eligible for a Genius discount at Mayerling Bisbe Urquinaona! To save at this property, all you have to do is sign in.
Mayerling Bisbe Urquinaona offers free WiFi and minimalist decor, set in the heart of Barcelona. Plaça Catalunya is 5 minutes' walk away.
Accessed by a flight of stairs, apartments come with air conditioning, heating and a private bathroom with a hairdryer. They all include kitchens equipped with a dishwasher, kettle, microwave and coffee machine.
You will find many restaurants, supermarkets and shops in the surrounding streets.
Barcelona La Rambla is a 5-minute walk from Mayerling Bisbe Urquinaona and the popular Passeig de Gracia with its shops is 500 m away. Barcelona Airport is 30 minutes' bus drive away from Plaça Catalunya."|https://www.booking.com/hotel/es/chic-basic-urquinaona-apartamentos.en-gb.html
584|Hotel Via Augusta|Vía Augusta, 63, Sarrià-St. Gervasi, 08006 Barcelona, Spain|"Situated next to Gràcia FGC Train Station, Hotel Via Augusta has a rooftop terrace with views of Barcelona. It offers functional, air-conditioned rooms with free Wi-Fi and flat-screen satellite TV.
The Via Augusta is a historic building with a beautiful original foyer. Rooms have simple, modern décor and wooden floors. They include a work desk, a safe and a bathroom with a hairdryer.
A varied breakfast buffet is served in the hotel, and drinks are available from the vending machine. A wide range of bars and restaurants can be found in the popular Gràcia district, within a 5-minute walk.
Hotel Via Augusta is 400 m from Fontana Metro Station, and Parc Güell is just 1 Metro stop away. Plaza Catalunya and Las Ramblas are a 5-minute journey from nearby Gracia Station."|https://www.booking.com/hotel/es/viaaugusta.en-gb.html
585|Europark|Aragon, 325, Eixample, 08009 Barcelona, Spain|"You're eligible for a Genius discount at Europark! To save at this property, all you have to do is sign in.
Set 600 m from Barcelona’s central Passeig de Gracia, Hotel Europark offers a rooftop terrace with outdoor pool. The stylish rooms include a 32-inch LCD TV and free Wi-Fi access.
Each air-conditioned room at the Europark has elegant black and white décor. There is a laptop safe and minibar, as well as a modern bathroom with hairdryer.
Hotel Europark has a café-bar and a breakfast room, where a varied buffet breakfast is served. A free early-morning coffee service is also available.
The hotel is a 15-minute walk from Plaça Catalunya and Las Ramblas. Girona Metro Station is just 200 m away and provides direct access to Barceloneta Beach and the Gothic Quarter."|https://www.booking.com/hotel/es/europark.en-gb.html
586|Mercure Barcelona Condor|Vía Augusta, 127, Sarrià-St. Gervasi, 08006 Barcelona, Spain|"This casual-style, urban hotel is set in Barcelona’s quiet Sarrià-Sant Gervasi district, 10 minutes’ from the centre via nearby Sant Gervasi FGC Train Station. It offers modern and contemporary rooms with views.
The bright, air-conditioned rooms at Mercure Barcelona Condor come with free WiFi, satellite TV, a work desk, minibar, safe and private bathroom with hairdryer. Some rooms also have a terrace.
A buffet breakfast is served daily at the hotel's restaurant. Room service and laundry facilities are also available.
Guests have free access to the fitness centre which overlooks the Tibidabo mountain and the city. Massage services are available for a supplement. Events and meetings can also be catered for.
There are various bars, shops and pleasant squares within 5 minutes’ walk in the Gracia district. The famous Passeig de Gracia Boulevard, with Gaudi’s La Pedrera, as well as Park Güell are just 15 minutes away by foot.
Diagonal Avenue , a popular shopping area, is just 750 m away from Mercure Barcelona Condor and Muntaner FGC Station is a 3-minute walk away."|https://www.booking.com/hotel/es/sercotel-alberta.en-gb.html
587|Room Mate Pau|Fontanella, 7, Eixample, 08010 Barcelona, Spain|"You're eligible for a Genius discount at Room Mate Pau! To save at this property, all you have to do is sign in.
Room Mate Pau is set 50 m from the emblematic Plaza Catalunya. It offers a stylish décor and a terrace and bright, contemporary rooms with free Wi-Fi.
Rooms at Room Mate Pau feature chic decor and air conditioning. All include a plasma TV with USB port for laptop connection, a minibar, safe and a modern private bathroom.
A buffet breakfast is served daily, which you can enjoy at the property's shared terrace. Events can be catered for and various bars, restaurants and shops are within 2 minutes’ walk.
Other facilities include meeting and conference rooms.
Room Mate Pau is 2 minutes’ walk from Las Ramblas and Passeig de Gracia, with its exclusive shops and Gaudí monuments. Urquinaona Metro station is 150 m away, 2 stops from Barceloneta and its beach.
The hotel can help book tickets and activities and is 250 m from Catalunya Metro and FGC Train Station."|https://www.booking.com/hotel/es/room-mate-pau.en-gb.html
588|H10 Art Gallery 4* Sup|Enric Granados, 62-64, Eixample, 08008 Barcelona, Spain|"Offering a terrace with hammocks and swimming pool on the 7th floor, H10 Art Gallery is a modern hotel located in Barcelona, 350 m from Rambla Catalunya. Free Wi-Fi access is available.
This design hotel showcases various pieces of art including paintings, lithographs and sculptures. There is a free business corner with computers, free national and international newspapers and a panoramic lift.
The elegant, air-conditioned rooms at the Art Gallery hotel come with a LED-screen TV with international channels, an iPod dock, a minibar and a laptop safe. The private bathrooms have a hairdryer and free toiletries.
A buffet breakfast made of high-quality, natural products and a range of à la carte dishes, is served every morning.
There is a stylish garden with decorative sheets of water, a bar and a restaurant on the hotel's ground floor. At H10 Art Gallery you will find a 24-hour front desk where tourist information can be provided, as well as meeting and banquet facilities.
Private parking is available for an extra cost. Provença Railway Station is 2 minutes' walk away, while Diagonal Metro Station is 400 m away. El Prat Airport is 14 km away."|https://www.booking.com/hotel/es/h10-art-gallery.en-gb.html
589|Cosmo Apartments Consell de Cent - Plaza Universitat|Consell de Cent, 207, Eixample, 08011 Barcelona, Spain|"You're eligible for a Genius discount at Cosmo Apartments Consell de Cent - Plaza Universitat! To save at this property, all you have to do is sign in.
Located 700 m from central Barcelona’s Universitat Square, this property offers stylish, well-equipped apartments. It is 300 m from Urgell Metro Station, just 2 stops from Las Ramblas and Plaza de Catalunya.
Each air-conditioned apartment has chic, contemporary décor with chrome finishes and trendy furnishings. The living room has a sofa, a flat-screen TV and an iPod docking station.
The kitchen includes an electric hob, an oven, microwave, dishwasher and a kettle. There is also a dining area.
Shops, bars and cafés can be found in the streets surrounding the apartments and on Universitat Square, 10 minutes’ walk away.
The apartments are within 1.5 km of Barcelona’s Gothic Quarter, the Raval District and the CCCB Art Gallery. Passeig de Gràcia Boulevard and the famous Gaudí houses can be reached in just 10 minutes by Metro.
The airport bus stops 150 m away, while Sants Railway Station and the AVE High-Speed Train are easily accessed by Metro from the nearby Catalunya Station."|https://www.booking.com/hotel/es/angla-boutique-apartments-concell-de-cent.en-gb.html
590|Hotel Sant Agustí|Plaça Sant Agusti, 3, Ciutat Vella, 08001 Barcelona, Spain|"This property is 20 minutes walk from the beach. Open since 1840, Sant Agustí is set in a restored convent just 150 m from Barcelona’s famous Las Ramblas. It offers free Wi-Fi and functional air-conditioned rooms with flat-screen satellite TV.
Each room at Hotel Sant Agustí has simple, modern design and wooden flooring. Rooms come with a safe and a bathroom with toiletries and a hairdryer. Some rooms have a private balcony.
The Sant Agustí serves a daily continental buffet breakfast.
Downstairs there are computers which guests can use for free. Reception is also open 24 hours a day.
Set in a quiet square, the hotel is a 2-minute walk from Liceu Metro Station and La Boqueria Market. Plaza Catalunya is within 700 m and offers various bus and train connections, including direct airport buses."|https://www.booking.com/hotel/es/san-agustin.en-gb.html
591|Ayre Hotel Gran Vía|Gran Vía de les Corts Catalanes 322, Sants-Montjuïc, 08004 Barcelona, Spain|"You're eligible for a Genius discount at Ayre Hotel Gran Vía! To save at this property, all you have to do is sign in.
The Ayre Hotel Gran Via is a modern design hotel with a bright central courtyard. It offers free Wi-Fi and a convenient location, next to Barcelona’s Plaça Espanya.
The modern rooms at the Ayre Hotel Barcelona feature a private bathroom, and free mineral water for the first night. They are all soundproofed, with flat-screen TVs and air conditioning.
The Ayre Gran Vía is set next to the Fira Exhibition Centre, at the bottom of Montjuic. This hill is home to a castle, the National Art Museum and the Magic Fountain.
Espanya Metro Station is 150 m from the hotel. The historic centre of Barcelona and the famous Ramblas are just a few stops away. A direct bus service to the airport stops in Plaça Espanya, near the hotel.
Breakfast is available at an additional cost."|https://www.booking.com/hotel/es/ayre-gran-via.en-gb.html
592|Amrey Sant Pau|Sant Antoni María Claret, 173, Horta-Guinardó, 08041 Barcelona, Spain|"You're eligible for a Genius discount at Amrey Sant Pau! To save at this property, all you have to do is sign in.
The Amrey Sant Pau has an ideal setting overlooking the UNESCO World Heritage Site of Sant Pau Hospital. This hotel offers comfortable rooms with free Wi-Fi access.
The Amrey's rooms are spacious and well-equipped. Each air-conditioned room has satellite TV and a hairdryer in the bathroom. Some rooms offer views of Sant Pau.
A buffet breakfast is served in the hotel’s dining room. Guests can enjoy a drink or snack in the café-bar.
The Amrey is just 10 minutes’ walk from Gaudí’s Sagrada Familia church. The nearest Metro station, just 300 m away, connects guests to the centre of Barcelona and Las Ramblas in 15 minutes."|https://www.booking.com/hotel/es/amrey-sant-pau.en-gb.html
593|El Alma de las Ramblas|Carrer de Santa Anna, 2 , Ciutat Vella, 08002 Barcelona, Spain|"Located 1.9 km from Sant Miquel Beach in Barcelona, El Alma de las Ramblas provides accommodation with air conditioning and free WiFi.
Each unit comes with a fully equipped kitchen with a microwave, a seating area, a flat-screen TV, a washing machine, and a private bathroom with shower and a hairdryer. A fridge, a stovetop and toaster are also provided, as well as a kettle and a coffee machine.
Popular points of interest near the apartment include Barceloneta Beach, Somorrostro Beach and Plaça Catalunya. The nearest airport is Barcelona El Prat Airport, 15 km from El Alma de las Ramblas."|https://www.booking.com/hotel/es/quaint-urban-studio-steps-away-from-las-ramblas.en-gb.html
594|Hostal Ruta de Francia|Castillejos, 204, Eixample, 08013 Barcelona, Spain|"Located just 10 minutes’ walk from Gaudí’s famous Sagrada Familia temple, Hostal Ruta de Francia offers air-conditioned rooms with free Wi-Fi. It is a 10-minute metro ride from Plaza Catalunya.
Rooms are decorated simply and feature a TV and a desk. Most have private bathrooms, and some have shared bathrooms.
The guest house has a 22-hour reception and offers luggage storage. Staff can offer tourist information.
Restaurants and bars can be found in the surrounding area. Glòries Shopping Centre is under 15 minutes’ walk away and has a wide range of shops.
Barcelona’s main bus station, L’Estació del Nord, is only a 15-minute walk from Ruta de Francia. Both Monumental and Glòries metro stations are only 550 m away."|https://www.booking.com/hotel/es/hostal-ruta-de-francia.en-gb.html
595|Hotel Turin|Pintor Fortuny, 9, Ciutat Vella, 08001 Barcelona, Spain|"Located just 50 m from the famous Ramblas in Barcelona, Hotel Turin features stylish rooms with wooden floors and furnishings. It offers a lovely sun terrace and free internet throughout.
The rooms at Turin include a flat-screen TV with satellite channels. They also come with a private bathroom and hairdryer.
The Gothic Quarter is just 150 m from Turin Hotel and the Picasso Museum is a 10-minute walk away. Guests can walk to the beach in 20 minutes.
The lobby-lounge offers free teas and access to computers with free internet. The tour desk can provide useful information on the city and organise bike or car rental.
A buffet breakfast is served. The Boqueria Market, a few minutes’ walk away, sells delicious hams, cheeses and fruit."|https://www.booking.com/hotel/es/turin.en-gb.html
596|Friendly Rentals Santa Monica|4 Carrer de Santa Mònica, Ciutat Vella, 08001 Barcelona, Spain|"Set within 1.3 km of Sant Sebastian Beach and 1.3 km of Sant Miquel Beach in the centre of Barcelona, Friendly Rentals Santa Monica offers accommodation with free WiFi and seating area.
All units here are air-conditioned and feature a flat-screen TV, a living room with a sofa bed, a well-equipped kitchen with a dining area, and a private bathroom with bidet, a hairdryer and free toiletries. A microwave, an oven and stovetop are also featured, as well as a kettle and a coffee machine.
A sun terrace is available for guests at the apartment to use.
Popular points of interest near Friendly Rentals Santa Monica include Barceloneta Beach, Plaça Reial and Boqueria Market. The nearest airport is Barcelona El Prat Airport, 12 km from the accommodation."|https://www.booking.com/hotel/es/friendly-rentals-santa-monica.en-gb.html
597|Barcelona Hotel Colonial|Via Layetana, 3, Ciutat Vella, 08003 Barcelona, Spain|"You're eligible for a Genius discount at Barcelona Hotel Colonial! To save at this property, all you have to do is sign in.
This property is 13 minutes walk from the beach. This elegant hotel is set in Barcelona’s Gothic Quarter, in an impressive, colonial, stone building with a clock tower. It is a 10-minute walk from Barcelona Cathedral and Barceloneta Beach.
Hotel Colonial’s bright, air-conditioned rooms feature wooden floors. They are soundproofed and have a flat-screen TV and minibar. You can hire the safe, and the private bathroom comes with a hairdryer and amenities.
A buffet breakfast is served in the Colonial Hotel café. Guests can relax with a free newspaper in the stylish lounge, with its white leather sofas, where Wi-Fi is free of charge.
Barcelona Hotel Colonial has a tour desk. Barcelona Marina and the boutiques of the trendy Born district are 5 minutes’ walk away. Parking is also available within a 5-minute walk of the property."|https://www.booking.com/hotel/es/barcelona-colonial.en-gb.html
598|Apartamentos DV|Torns, 3, Sants-Montjuïc, 08028 Barcelona, Spain|"You're eligible for a Genius discount at Apartamentos DV! To save at this property, all you have to do is sign in.
Featuring free WiFi and air conditioning, Apartamentos DV is located in Barcelona, 800 m from Camp Nou. Palau Sant Jordi is 2.8 km from the property. Free private parking is available on site.
Offering views over a patio, each apartment comes with a flat-screen TV and a fully equipped kitchen including a microwave, kettle and kitchenware. Apartments come with a bathroom with a double ended bath and hairdryer is available on prior request. Apartments are cleaned every day and bed linen and towels are provided. Superior apartments have a spa bath.
Plenty of restaurants, bars and shops are within 5 minutes' walk.
Montjuïc is 2.9 km from Apartamentos DV, while Casa Batllo is 3.9 km away. The nearest airport is Barcelona El Prat Airport, 9 km from the property."|https://www.booking.com/hotel/es/apartamentos-dv-barcelona6.en-gb.html
599|Unite Hostel Barcelona|Avinguda Icària 145, Sant Martí, 08005 Barcelona, Spain|"This property is 6 minutes walk from the beach. Set in Barcelona, 400 m from Nova Icaria, Unite Hostel Barcelona offers accommodation with a restaurant, private parking, a bar and a shared lounge. Among the facilities at this property are a 24-hour front desk and a shared kitchen, along with free WiFi throughout the property. The hostel features family rooms.
At the hostel, all rooms are fitted with air conditioning and a private bathroom.
The accommodation offers a terrace.
Popular points of interest near Unite Hostel Barcelona include Somorrostro, Bogatell and Port Olimpic. The nearest airport is Barcelona El Prat Airport, 18 km from the hostel."|https://www.booking.com/hotel/es/unite-hostel-barcelona.en-gb.html
600|DestinationBCN - Universitat Rooms|11 Ronda de la Universitat, Eixample, 08007 Barcelona, Spain|"DestinationBCN - Universitat Rooms features air-conditioned rooms with satellite flat-screen TV in the Eixample district of Barcelona. Located around 2.5 km from Somorrostro Beach, the hotel with free WiFi is also 350 m away from Plaça Catalunya. The property is close to popular attractions like Tivoli Theatre, Cathedral of Barcelona and Casa Batllo.
All rooms in the hotel are fitted with a kettle.
DestinationBCN - Universitat Rooms offers a sun terrace.
Popular points of interest near the accommodation include Portal de l'Angel, Passeig de Gracia and Boqueria Market. The nearest airport is Barcelona El Prat Airport, 12 km from DestinationBCN - Universitat Rooms."|https://www.booking.com/hotel/es/destinationbcn-universitat-rooms.en-gb.html
601|Hotel Sagrada Familia|Córcega, 541, Eixample, 08025 Barcelona, Spain|"Located just 2 blocks from the Sagrada Familia, this hotel has a rooftop terrace overlooking Gaudí’s world-famous temple. It offers 24-hour reception and rooms with satellite TV and free Wi-Fi.
The air-conditioned rooms at the Hotel Sagrada Familia feature parquet floors and modern furniture. They are equipped with a minibar and the private bathrooms come with a hairdryer.
Glòries Shopping Centre and Arc de Triomf are under 20 minutes’ walk from the hotel. Sagrada Familia Metro Station, located a 3-minute walk away, connects you with the city centre in 5 minutes."|https://www.booking.com/hotel/es/sagradafamilia.en-gb.html
602|Mambo Tango|Poeta Cabanyes, 23, Sants-Montjuïc, 08004 Barcelona, Spain|"Mambo Tango is a backpackers’ hostel located in Barcelona’s Poble Sec district, just 100 m from Parallel Metro Station. It offers free daily activities and free Wi-Fi access.
Mambo Tango Hostel offers colourful dormitories and private rooms, all with air conditioning, heating and individual lockers.
You can prepare meals in the Mambo Tango’s shared kitchen, or enjoy a film in the TV lounge. The hotel’s free activities include photo exhibitions, music classes and city walks.
Staff can provide information on Barcelona’s many attractions, as well as help with ticket reservations and discounts. The property also organizes daily guided walking tours and night tours to bars and nightclubs. The famous Gaudí houses are within 15 minutes’ walk of the hostel.
Situated at the foot of Montjuïc Hill, the hostel is an ideal base for visiting Montjuïc Castle and the Magic Fountains. The lively Raval district is just a 5-minute walk away."|https://www.booking.com/hotel/es/mambo-tango.en-gb.html
603|Urbany Hostel BCN GO!|Gran Via de les Corts Catalanes, 563, Eixample, 08007 Barcelona, Spain|"Featuring a rooftop garden, a fully equipped kitchen and computers with internet access, Urbany Hostel BCN GO! is set in the heart of Barcelona, just 200 m from Plaza Universitat Square.
Both shared dorms and private rooms are available, all with air conditioning, free Wi-Fi and bed linen. Each bed has a locker, a reading light, bedside table, a USB charger and 2 plugs. Laundry facilities and towels are available for an extra cost.
Urbany Bar serves drinks and food and there are also vending machines for snacks. A wide range of dining options and bars can be found in the surrounding area.
Staff can help with tourist information and also organize activities in the hostel and around Barcelona city. Luggage storage is available at the hostel.
Airport buses leave from Plaza Catalunya, which is a 10-minute walk from Urbany Hostel."|https://www.booking.com/hotel/es/urbany-hostel-bcn-go.en-gb.html
604|Barcelona Century Hotel|Valencia,154, Eixample, 08011 Barcelona, Spain|"You're eligible for a Genius discount at Barcelona Century Hotel! To save at this property, all you have to do is sign in.
Offering a central location, Barcelona Century Hotel is located in the Eixample district, just a short walk from the Ramblas and Passeig de Gracia. Free Wi-Fi is available throughout.
All air-conditioned rooms at this hotel are soundproofed and come with satellite TV, safe, minibar and a private bathroom with hairdryer.
The hotel offers buffet breakfast as well as a bar. Staff at the 24-hour front desk can provide tourist information about the area.
Barcelona’s main shopping district can be reach within walking distance of the hotel. You can visit Barcelona’s Cathedral or the Gothic Quarter.
Urgell, Hospital Clínic or Universitat Metro Stations are less than 7 minutes’ walk of Barcelona Century Hotel."|https://www.booking.com/hotel/es/century-park.en-gb.html
605|Leonardo Boutique Hotel Barcelona Sagrada Familia|Mallorca, 606, Sant Martí, 08026 Barcelona, Spain|"You're eligible for a Genius discount at Leonardo Boutique Hotel Barcelona Sagrada Familia! To save at this property, all you have to do is sign in.
Leonardo Boutique Hotel Barcelona Sagrada Familia is located just 15 minutes’ walk from Gaudí’s famous Sagrada Familia. It has a rooftop sun terrace with panoramic views of Barcelona and rooms with free Wi-Fi.
All modern, outward-facing rooms at theLeonardo Boutique Hotel Barcelona Sagrada Familia are equipped with air conditioning and heating. They have a flat-screen TV and the private bathrooms come with a hairdryer.
Leonardo Boutique Hotel Barcelona Sagrada Familia serves a daily buffet breakfast, and gluten-free meals are available on prior request. In summer, breakfast can be enjoyed on the terrace. There are also vending machines with snacks and drinks.
Staff at the hotel’s 24-hour reception can provide information about what to see and do in Barcelona. Clot Metro Station is 200 m away, allowing you to reach the city centre in 10 minutes."|https://www.booking.com/hotel/es/leonardo-boutique-hotel-barcelona-sagrada-familia.en-gb.html
606|No Limit Barcelona Central|Consell de Cent, 355 1ra, Eixample, 08007 Barcelona, Spain|"Set next to Barcelona’s famous Passeig de Gracia, No Limit Barcelona Central is a stylish modern hostel offering private rooms and dormitories. It features free Wi-Fi and a communal kitchen.
All the private rooms and dormitories at No Limit Barcelona Central have air conditioning and either a wardrobe or lockers. Some rooms include a private bathroom and the others have access to modern shared bathrooms.
No Limit Barcelona Central offers a large modern kitchen area with hobs, microwaves and a fridge. There is a lounge with sofas and a flat-screen TV. You can find many bars and restaurants within a 5-minute walk of the hostel.
Las Ramblas is within 10 minutes’ walk of No Limit Barcelona Central. Barcelona Airport is 16 km away and you can catch a bus to the airport from Plaza Catalunya, 500 m from the hostel."|https://www.booking.com/hotel/es/ona-paseo-de-gracia.en-gb.html
607|BacHome Gallery B&B|Bruc, 96, Eixample, 08009 Barcelona, Spain|"BacHome Barcelona B&B offers free Wi-Fi and features elegant rooms with street views. Paseo de Gracia, with its high end shops, restaurants and Gaudi's La Pedrera and Casa Batló, is just 200 m from this bed and breakfast.
Featuring plenty of natural light and stylish décor, each air-conditioned bedroom comes with a seating area, flat-screen TV and a wardrobe. Fitted with parquet flooring, the spacious bedrooms also have heating. The modern bathrooms have a shower and they include a hairdryer and free toiletries.
BacHome Barcelona B&B has 24 hour coffee machine.
Gaudi's famous Sagrada Familia Cathedral can be reached by foot and it is 1.3 km away. Girona Metro Station, line 4, is a short 3 minutes' walk away. Plaza Cataluña Square and Las Ramblas Boulevard are about a 15-minute walk from the accommodation.
Barcelona Airport is a 25-minute drive away. Buses run regularly between Plaza Cataluña Square and the airport."|https://www.booking.com/hotel/es/look-barcelona-bruc.en-gb.html
608|Mercer House Bòria BCN|Boria, 24-26, Ciutat Vella, 08003 Barcelona, Spain|"This property is 17 minutes walk from the beach. This chic boutique hotel blends a carefully preserved, 18th-century setting with the most modern and impressive interior design. It lies in the fashionable La Ribera district of central Barcelona.
The Mercer House Bòria BCN is set in amongst the narrow, atmospheric streets just to the north of the famous El Born district. Its original 18th-century façade has been well-preserved and adds to the hotel’s unique charm. Inside, each suite and room has a clean, contemporary style complemented by works of modern art by young local artists.
To get an idea of the Boria’s great location, head to its own rooftop sun terrace, where you can look out over the city’s Gothic cathedral, the beautiful nearby church of Santa María del Mar and the Old Port beyond.
Stone is the main material of this hotel that has gone accumulating remains of different constructive styles throughout its history, including Gothic and neoclassical elements, which gives it the Speciality Monument status. In the same restaurant, we find a part of the Roman wall of Barcino, built in the first century and one of the 76 towers of surveillance, in particular num. 28 with original paintings of the 14th  century."|https://www.booking.com/hotel/es/mercer-house-boria-bcn.en-gb.html
609|Casa Barcelo Hostel Barcelona|Corsega 226, ENTRESUELO, Eixample, 08036 Barcelona, Spain|"You're eligible for a Genius discount at Casa Barcelo Hostel Barcelona! To save at this property, all you have to do is sign in.
Set in Barcelona’s stylish Eixample district, Barcelo Hostel offers air-conditioned dormitory rooms with free Wi-Fi. Located 600 m from Passeig de Gracia, the hostel features a terrace, 24-hour reception and shared kitchens.
Each bright dormitory has bunk beds and lockers. There is access to shared bathrooms with showers and hairdryers. Bicycles are not allowed
Barcelo Hostel offers 2 shared kitchens, including a microwave, fridge and kitchenware. There are also 2 air-conditioned lounge areas with sofas and a TV. You can find a variety of shops, restaurants and bars within a 5-minute walk of the hostel.
Diagonal Metro Station is 500 m from Barcelo Hostel and Plaza Catalunya is 2 stops away, on Line 3. Staff at the hostel can give you tourist information about the area."|https://www.booking.com/hotel/es/barcelo-hostel.en-gb.html
610|Oriente Atiram|Ramblas, 45, Ciutat Vella, 08002 Barcelona, Spain|"This property is 18 minutes walk from the beach. The Atiram Oriente is located on Las Ramblas, between the Liceu Theatre and the Columbus Monument. Set in a 19th-century building, this hotel features a restaurant, terrace and free Wi-Fi.
All rooms have satellite TV and an en suite bathroom with a hairdryer. Each has simple, contemporary décor with heating and air conditioning.
The hotel’s pretty restaurant serves buffet cuisine and a daily continental breakfast. There is a 24-hour reception and a tour desk. The Atiram Oriente Barcelona also has a café on the Ramblas, close to many shops and restaurants.
The famous Boquería Market and Gothic Quarter are just a few minutes’ walk from the Hotel Atiram Oriente. Barcelona’s Port Vell is less than 500 m away and Liceu Metro Station is 5 minutes’ walk from the hotel."|https://www.booking.com/hotel/es/atiramoriente.en-gb.html
611|3 bedrooms appartement with enclosed garden and wifi at Barcelona|Passeig de Gràcia 23 Barcelona, Catalunya, Eixample, 08007 Barcelona, Spain|"Boasting garden views, 3 bedrooms appartement with enclosed garden and wifi at Barcelona offers accommodation with a balcony and a kettle, around 2.5 km from Somorrostro Beach. The air-conditioned accommodation is 2.5 km from Barceloneta Beach, and guests benefit from complimentary WiFi and private parking available on site.
The apartment is fitted with 3 bedrooms, a TV with satellite channels and a fully equipped kitchen that provides guests with a dishwasher, a microwave, a washing machine, a fridge and an oven.
Popular points of interest near the apartment include Casa Batllo, Passeig de Gracia and Plaça Catalunya. The nearest airport is Barcelona El Prat Airport, 15 km from Apartment with 4 bedrooms in."|https://www.booking.com/hotel/es/apartment-passeig-de-gracia.en-gb.html
612|NH Collection Barcelona Constanza|Déu i Mata, 66-99, Les Corts, 08029 Barcelona, Spain|"You're eligible for a Genius discount at NH Collection Barcelona Constanza! To save at this property, all you have to do is sign in.
Offering a rooftop pool and terrace,  NH Collection Barcelona Constanza has modern rooms with satellite TV. It is located next to L’Illa Shopping Centre on Diagonal Avenue, 15 minutes' walk from Sants Train Station.
The elegant, modern rooms at the Constanza feature a Nespresso machine, flat-screen TV, and pillow menu, while the bathroom includes a rain shower and a professional hairdryer. Free WiFi is included.
Guests can use the spa for an extra cost. The gym is available free of charge. Room service is available 24 hours.
The hotel's Antiox healthy buffet breakfast features antioxidant dishes made with ecological produce. The famous chef of the hotel's restaurant Don Giovanni, where you can taste Italian meals for dinner, Andrea Tumbarello, has just been awarded again. The GoXO restaurant also has a terrace.
The hotel is 15 minutes’ walk from Barcelona FC’s Camp Nou Stadium. María Cristina Metro Station is 10 minutes’ walk away, connecting you with the Fira Exhibition Centre in under 10 minutes."|https://www.booking.com/hotel/es/nh-constanza.en-gb.html
613|Niu Barcelona Hotel|8 Rambla del Raval, Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Niu Barcelona Hotel! To save at this property, all you have to do is sign in.
Located 600 m from Plaza Reial in Barcelona, Niu Barcelona Hotel features an outdoor pool on the rooftop. Free WiFi is offered throughout the property
Every room at this hotel comes with a flat-screen TV; while the private bathrooms come with shower and hairdryer. Rooms are air-conditioned in summer and heated in winter.
There is a 24-hour front desk at the property. Guests benefit from a complimentary bottle of water upon arrival.
Portal de l'Angel is 800 m from Niu Barcelona Hotel, while Plaça Catalunya is 900 m from the property. The nearest airport is Barcelona El Prat Airport, 12 km from Niu Barcelona Hotel."|https://www.booking.com/hotel/es/niu-barcelona.en-gb.html
614|Hostal SisCinc|Carrer del Bruc 65, principal 2a, Eixample, 08009 Barcelona, Spain|"You're eligible for a Genius discount at Hostal SisCinc! To save at this property, all you have to do is sign in.
Situated in Barcelona, 500 m from Casa Batllo, Hostal SisCinc has a terrace, as well as free WiFi. This property is set a short distance from attractions such as Tivoli Theatre, La Pedrera, and Plaça Catalunya. The property is located 900 m from Portal de l'Angel.
All air-conditioned units in the guest house are equipped with a flat-screen TV. Some rooms at Hostal SisCinc have access to a shared terrace.
Guests have access to a shared kitchen, completed with a fridge and an oven; where coffee, teas and fruits are available all long day.
Barcelona El Prat Airport is 40 minutes' away by public transports."|https://www.booking.com/hotel/es/hostal-siscinc-barcelona.en-gb.html
